Date,Country,State,Location,Pure Gold (24 k),Standard Gold (22 K)
9/21/2007,India,Tamilnadu,Chennai,952.5,883
9/22/2007,India,Tamilnadu,Chennai,948.5,879
9/24/2007,India,Tamilnadu,Chennai,951.5,882
9/25/2007,India,Tamilnadu,Chennai,944.5,875
9/26/2007,India,Tamilnadu,Chennai,943.5,874
9/27/2007,India,Tamilnadu,Chennai,941.5,872
9/28/2007,India,Tamilnadu,Chennai,948.5,879
9/29/2007,India,Tamilnadu,Chennai,956,886
10/1/2007,India,Tamilnadu,Chennai,956.5,886
10/3/2007,India,Tamilnadu,Chennai,949,879
10/4/2007,India,Tamilnadu,Chennai,934,865
10/5/2007,India,Tamilnadu,Chennai,942.5,873
10/6/2007,India,Tamilnadu,Chennai,948.5,879
10/8/2007,India,Tamilnadu,Chennai,946,877
10/9/2007,India,Tamilnadu,Chennai,939,870
10/10/2007,India,Tamilnadu,Chennai,946,877
10/11/2007,India,Tamilnadu,Chennai,951.5,882
10/12/2007,India,Tamilnadu,Chennai,954.5,884
10/13/2007,India,Tamilnadu,Chennai,959,889
10/15/2007,India,Tamilnadu,Chennai,965.5,895
10/16/2007,India,Tamilnadu,Chennai,976.5,905
10/17/2007,India,Tamilnadu,Chennai,976.5,905
10/18/2007,India,Tamilnadu,Chennai,975.5,904
10/19/2007,India,Tamilnadu,Chennai,989,916
10/20/2007,India,Tamilnadu,Chennai,987.5,915
10/22/2007,India,Tamilnadu,Chennai,982.5,910
10/23/2007,India,Tamilnadu,Chennai,978,906
10/24/2007,India,Tamilnadu,Chennai,977,905
10/25/2007,India,Tamilnadu,Chennai,983.5,911
10/26/2007,India,Tamilnadu,Chennai,996,923
10/27/2007,India,Tamilnadu,Chennai,1004.5,931
10/29/2007,India,Tamilnadu,Chennai,1013.5,939
10/30/2007,India,Tamilnadu,Chennai,1002,928
10/31/2007,India,Tamilnadu,Chennai,1000,927
11/1/2007,India,Tamilnadu,Chennai,1012.5,938
11/2/2007,India,Tamilnadu,Chennai,1007,933
11/3/2007,India,Tamilnadu,Chennai,1023,948
11/5/2007,India,Tamilnadu,Chennai,1019.5,945
11/6/2007,India,Tamilnadu,Chennai,1028.5,953
11/7/2007,India,Tamilnadu,Chennai,1052,975
11/9/2007,India,Tamilnadu,Chennai,1042.5,966
11/10/2007,India,Tamilnadu,Chennai,1042.5,966
11/12/2007,India,Tamilnadu,Chennai,1029.5,954
11/13/2007,India,Tamilnadu,Chennai,1024,949
11/15/2007,India,Tamilnadu,Chennai,1033.5,958
11/16/2007,India,Tamilnadu,Chennai,1010,936
11/17/2007,India,Tamilnadu,Chennai,1008,934
11/19/2007,India,Tamilnadu,Chennai,1010,936
11/20/2007,India,Tamilnadu,Chennai,1006.5,933
11/21/2007,India,Tamilnadu,Chennai,1022.5,947
11/22/2007,India,Tamilnadu,Chennai,1022,947
11/23/2007,India,Tamilnadu,Chennai,1033,957
11/24/2007,India,Tamilnadu,Chennai,1046.5,970
11/26/2007,India,Tamilnadu,Chennai,1051.5,974
11/27/2007,India,Tamilnadu,Chennai,1051,974
11/28/2007,India,Tamilnadu,Chennai,1032,956
11/29/2007,India,Tamilnadu,Chennai,1038.5,962
11/30/2007,India,Tamilnadu,Chennai,1027.5,952
12/1/2007,India,Tamilnadu,Chennai,1011.5,937
12/3/2007,India,Tamilnadu,Chennai,1012.5,938
12/4/2007,India,Tamilnadu,Chennai,1008,934
12/5/2007,India,Tamilnadu,Chennai,1022.5,947
12/6/2007,India,Tamilnadu,Chennai,1014,940
12/7/2007,India,Tamilnadu,Chennai,1017,942
12/8/2007,India,Tamilnadu,Chennai,1019.5,945
12/10/2007,India,Tamilnadu,Chennai,1020,945
12/11/2007,India,Tamilnadu,Chennai,1026.5,951
12/12/2007,India,Tamilnadu,Chennai,1027,952
12/13/2007,India,Tamilnadu,Chennai,1033,957
12/14/2007,India,Tamilnadu,Chennai,1025,950
12/15/2007,India,Tamilnadu,Chennai,1018.5,944
12/17/2007,India,Tamilnadu,Chennai,1015.5,941
12/18/2007,India,Tamilnadu,Chennai,1017.5,943
12/19/2007,India,Tamilnadu,Chennai,1025,950
12/20/2007,India,Tamilnadu,Chennai,1025.5,950
12/21/2007,India,Tamilnadu,Chennai,1028,953
12/22/2007,India,Tamilnadu,Chennai,1035,959
12/24/2007,India,Tamilnadu,Chennai,1036.5,960
12/25/2007,India,Tamilnadu,Chennai,1035.5,959
12/26/2007,India,Tamilnadu,Chennai,1042,966
12/27/2007,India,Tamilnadu,Chennai,1052,975
12/28/2007,India,Tamilnadu,Chennai,1054,977
12/29/2007,India,Tamilnadu,Chennai,1067,989
12/31/2007,India,Tamilnadu,Chennai,1069.5,991
1/1/2008,India,Tamilnadu,Chennai,1064,986
1/2/2008,India,Tamilnadu,Chennai,1069,991
1/3/2008,India,Tamilnadu,Chennai,1089,1009
1/4/2008,India,Tamilnadu,Chennai,1089,1009
1/5/2008,India,Tamilnadu,Chennai,1089.5,1010
1/7/2008,India,Tamilnadu,Chennai,1087,1007
1/8/2008,India,Tamilnadu,Chennai,1102.5,1022
1/9/2008,India,Tamilnadu,Chennai,1122,1040
1/10/2008,India,Tamilnadu,Chennai,1113,1031
1/11/2008,India,Tamilnadu,Chennai,1126.5,1044
1/12/2008,India,Tamilnadu,Chennai,1131.5,1048
1/14/2008,India,Tamilnadu,Chennai,1147.5,1063
1/16/2008,India,Tamilnadu,Chennai,1131,1048
1/17/2008,India,Tamilnadu,Chennai,1127,1044
1/18/2008,India,Tamilnadu,Chennai,1119,1037
1/19/2008,India,Tamilnadu,Chennai,1126.5,1044
1/21/2008,India,Tamilnadu,Chennai,1123,1041
1/22/2008,India,Tamilnadu,Chennai,1109.5,1028
1/23/2008,India,Tamilnadu,Chennai,1136,1053
1/24/2008,India,Tamilnadu,Chennai,1138.5,1055
1/25/2008,India,Tamilnadu,Chennai,1163.5,1078
1/28/2008,India,Tamilnadu,Chennai,1168.5,1083
1/29/2008,India,Tamilnadu,Chennai,1178.5,1092
1/30/2008,India,Tamilnadu,Chennai,1177.5,1091
1/31/2008,India,Tamilnadu,Chennai,1178.5,1092
2/1/2008,India,Tamilnadu,Chennai,1184,1097
2/2/2008,India,Tamilnadu,Chennai,1165.5,1080
2/4/2008,India,Tamilnadu,Chennai,1164.5,1079
2/5/2008,India,Tamilnadu,Chennai,1149.5,1065
2/6/2008,India,Tamilnadu,Chennai,1145.5,1061
2/7/2008,India,Tamilnadu,Chennai,1157.5,1073
2/8/2008,India,Tamilnadu,Chennai,1168.5,1083
2/9/2008,India,Tamilnadu,Chennai,1178.5,1092
2/11/2008,India,Tamilnadu,Chennai,1181,1094
2/12/2008,India,Tamilnadu,Chennai,1185.5,1098
2/13/2008,India,Tamilnadu,Chennai,1164.5,1079
2/14/2008,India,Tamilnadu,Chennai,1173.5,1087
2/15/2008,India,Tamilnadu,Chennai,1169,1083
2/16/2008,India,Tamilnadu,Chennai,1164.5,1079
2/18/2008,India,Tamilnadu,Chennai,1164.5,1079
2/19/2008,India,Tamilnadu,Chennai,1175.5,1089
2/20/2008,India,Tamilnadu,Chennai,1193,1105
2/21/2008,India,Tamilnadu,Chennai,1216,1127
2/22/2008,India,Tamilnadu,Chennai,1213.5,1124
2/23/2008,India,Tamilnadu,Chennai,1215,1126
2/25/2008,India,Tamilnadu,Chennai,1222.5,1133
2/26/2008,India,Tamilnadu,Chennai,1205,1117
2/27/2008,India,Tamilnadu,Chennai,1234.5,1144
2/28/2008,India,Tamilnadu,Chennai,1227.5,1137
2/29/2008,India,Tamilnadu,Chennai,1250,1158
3/1/2008,India,Tamilnadu,Chennai,1252,1160
3/3/2008,India,Tamilnadu,Chennai,1269.5,1176
3/4/2008,India,Tamilnadu,Chennai,1278.5,1185
3/5/2008,India,Tamilnadu,Chennai,1262.5,1170
3/6/2008,India,Tamilnadu,Chennai,1282,1188
3/7/2008,India,Tamilnadu,Chennai,1280.5,1187
3/8/2008,India,Tamilnadu,Chennai,1272,1182
3/10/2008,India,Tamilnadu,Chennai,1283.5,1189
3/11/2008,India,Tamilnadu,Chennai,1278,1184
3/12/2008,India,Tamilnadu,Chennai,1273.5,1180
3/13/2008,India,Tamilnadu,Chennai,1291,1196
3/14/2008,India,Tamilnadu,Chennai,1300.5,1205
3/15/2008,India,Tamilnadu,Chennai,1306.5,1211
3/17/2008,India,Tamilnadu,Chennai,1352,1253
3/18/2008,India,Tamilnadu,Chennai,1325,1228
3/19/2008,India,Tamilnadu,Chennai,1308,1212
3/20/2008,India,Tamilnadu,Chennai,1217.5,1128
3/21/2008,India,Tamilnadu,Chennai,1216,1127
3/22/2008,India,Tamilnadu,Chennai,1211,1122
3/24/2008,India,Tamilnadu,Chennai,1206,1117
3/25/2008,India,Tamilnadu,Chennai,1216.5,1127
3/26/2008,India,Tamilnadu,Chennai,1223,1133
3/27/2008,India,Tamilnadu,Chennai,1235,1144
3/28/2008,India,Tamilnadu,Chennai,1224,1134
3/29/2008,India,Tamilnadu,Chennai,1208.5,1120
3/31/2008,India,Tamilnadu,Chennai,1215,1126
4/1/2008,India,Tamilnadu,Chennai,1172,1086
4/2/2008,India,Tamilnadu,Chennai,1158,1073
4/3/2008,India,Tamilnadu,Chennai,1169,1083
4/4/2008,India,Tamilnadu,Chennai,1175,1089
4/5/2008,India,Tamilnadu,Chennai,1183.5,1097
4/7/2008,India,Tamilnadu,Chennai,1185.5,1098
4/8/2008,India,Tamilnadu,Chennai,1201,1113
4/9/2008,India,Tamilnadu,Chennai,1180,1093
4/10/2008,India,Tamilnadu,Chennai,1211.5,1123
4/11/2008,India,Tamilnadu,Chennai,1203,1115
4/12/2008,India,Tamilnadu,Chennai,1203.5,1115
4/14/2008,India,Tamilnadu,Chennai,1196.5,1109
4/15/2008,India,Tamilnadu,Chennai,1208.5,1120
4/16/2008,India,Tamilnadu,Chennai,1210,1121
4/17/2008,India,Tamilnadu,Chennai,1231,1141
4/19/2008,India,Tamilnadu,Chennai,1191.5,1104
4/21/2008,India,Tamilnadu,Chennai,1194,1106
4/22/2008,India,Tamilnadu,Chennai,1194,1106
4/23/2008,India,Tamilnadu,Chennai,1193,1105
4/24/2008,India,Tamilnadu,Chennai,1176,1090
4/25/2008,India,Tamilnadu,Chennai,1155.5,1071
4/26/2008,India,Tamilnadu,Chennai,1159,1074
4/28/2008,India,Tamilnadu,Chennai,1164.5,1079
4/29/2008,India,Tamilnadu,Chennai,1166,1080
4/30/2008,India,Tamilnadu,Chennai,1143,1059
5/2/2008,India,Tamilnadu,Chennai,1134,1051
5/3/2008,India,Tamilnadu,Chennai,1135.5,1052
5/5/2008,India,Tamilnadu,Chennai,1143.5,1060
5/6/2008,India,Tamilnadu,Chennai,1162,1077
5/7/2008,India,Tamilnadu,Chennai,1172.5,1086
5/8/2008,India,Tamilnadu,Chennai,1179.5,1093
5/9/2008,India,Tamilnadu,Chennai,1196.5,1109
5/10/2008,India,Tamilnadu,Chennai,1195,1107
5/12/2008,India,Tamilnadu,Chennai,1198.5,1111
5/13/2008,India,Tamilnadu,Chennai,1200.5,1112
5/14/2008,India,Tamilnadu,Chennai,1191.5,1104
5/15/2008,India,Tamilnadu,Chennai,1193.5,1106
5/16/2008,India,Tamilnadu,Chennai,1224.5,1135
5/17/2008,India,Tamilnadu,Chennai,1243,1152
5/19/2008,India,Tamilnadu,Chennai,1251.5,1160
5/20/2008,India,Tamilnadu,Chennai,1251.5,1160
5/21/2008,India,Tamilnadu,Chennai,1277.5,1184
5/22/2008,India,Tamilnadu,Chennai,1299.5,1204
5/23/2008,India,Tamilnadu,Chennai,1280.5,1187
5/24/2008,India,Tamilnadu,Chennai,1281.5,1187
5/26/2008,India,Tamilnadu,Chennai,1282,1188
5/27/2008,India,Tamilnadu,Chennai,1290,1195
5/28/2008,India,Tamilnadu,Chennai,1247,1155
5/29/2008,India,Tamilnadu,Chennai,1246.5,1155
5/30/2008,India,Tamilnadu,Chennai,1214.5,1125
5/31/2008,India,Tamilnadu,Chennai,1223,1133
6/2/2008,India,Tamilnadu,Chennai,1218,1129
6/3/2008,India,Tamilnadu,Chennai,1236,1145
6/4/2008,India,Tamilnadu,Chennai,1220,1130
6/5/2008,India,Tamilnadu,Chennai,1216.5,1127
6/6/2008,India,Tamilnadu,Chennai,1226,1136
6/7/2008,India,Tamilnadu,Chennai,1249.5,1158
6/9/2008,India,Tamilnadu,Chennai,1257.5,1165
6/10/2008,India,Tamilnadu,Chennai,1235,1144
6/11/2008,India,Tamilnadu,Chennai,1219,1130
6/12/2008,India,Tamilnadu,Chennai,1214,1125
6/13/2008,India,Tamilnadu,Chennai,1212,1123
6/14/2008,India,Tamilnadu,Chennai,1215,1126
6/16/2008,India,Tamilnadu,Chennai,1216,1127
6/17/2008,India,Tamilnadu,Chennai,1233,1142
6/18/2008,India,Tamilnadu,Chennai,1233.5,1143
6/19/2008,India,Tamilnadu,Chennai,1240.5,1149
6/20/2008,India,Tamilnadu,Chennai,1251.5,1160
6/21/2008,India,Tamilnadu,Chennai,1253,1161
6/23/2008,India,Tamilnadu,Chennai,1258.5,1166
6/24/2008,India,Tamilnadu,Chennai,1238.5,1148
6/25/2008,India,Tamilnadu,Chennai,1237.5,1147
6/26/2008,India,Tamilnadu,Chennai,1233.5,1143
6/27/2008,India,Tamilnadu,Chennai,1273.5,1180
6/28/2008,India,Tamilnadu,Chennai,1276.5,1183
6/30/2008,India,Tamilnadu,Chennai,1281,1187
7/1/2008,India,Tamilnadu,Chennai,1283,1189
7/2/2008,India,Tamilnadu,Chennai,1294.5,1199
7/3/2008,India,Tamilnadu,Chennai,1296.5,1201
7/4/2008,India,Tamilnadu,Chennai,1290.5,1196
7/5/2008,India,Tamilnadu,Chennai,1293,1198
7/7/2008,India,Tamilnadu,Chennai,1283,1189
7/8/2008,India,Tamilnadu,Chennai,1296,1201
7/9/2008,India,Tamilnadu,Chennai,1286,1192
7/10/2008,India,Tamilnadu,Chennai,1299.5,1204
7/11/2008,India,Tamilnadu,Chennai,1314.5,1218
7/12/2008,India,Tamilnadu,Chennai,1329.5,1232
7/14/2008,India,Tamilnadu,Chennai,1334,1236
7/15/2008,India,Tamilnadu,Chennai,1367,1267
7/16/2008,India,Tamilnadu,Chennai,1359,1259
7/17/2008,India,Tamilnadu,Chennai,1340.5,1242
7/18/2008,India,Tamilnadu,Chennai,1333.5,1236
7/19/2008,India,Tamilnadu,Chennai,1329.5,1232
7/21/2008,India,Tamilnadu,Chennai,1335,1237
7/22/2008,India,Tamilnadu,Chennai,1343,1244
7/23/2008,India,Tamilnadu,Chennai,1286,1192
7/24/2008,India,Tamilnadu,Chennai,1263.5,1171
7/25/2008,India,Tamilnadu,Chennai,1280.5,1187
7/26/2008,India,Tamilnadu,Chennai,1278.5,1185
7/28/2008,India,Tamilnadu,Chennai,1283.5,1189
7/29/2008,India,Tamilnadu,Chennai,1289,1194
7/30/2008,India,Tamilnadu,Chennai,1264,1171
7/31/2008,India,Tamilnadu,Chennai,1259.5,1167
8/1/2008,India,Tamilnadu,Chennai,1251,1160
8/2/2008,India,Tamilnadu,Chennai,1256,1164
8/4/2008,India,Tamilnadu,Chennai,1259.5,1167
8/5/2008,India,Tamilnadu,Chennai,1218.9,1129
8/6/2008,India,Tamilnadu,Chennai,1208,1119
8/7/2008,India,Tamilnadu,Chennai,1207,1118
8/8/2008,India,Tamilnadu,Chennai,1190,1103
8/9/2008,India,Tamilnadu,Chennai,1174,1088
8/11/2008,India,Tamilnadu,Chennai,1183,1096
8/12/2008,India,Tamilnadu,Chennai,1127,1044
8/13/2008,India,Tamilnadu,Chennai,1158.5,1073
8/14/2008,India,Tamilnadu,Chennai,1180.5,1094
8/16/2008,India,Tamilnadu,Chennai,1130,1047
8/18/2008,India,Tamilnadu,Chennai,1157.5,1073
8/19/2008,India,Tamilnadu,Chennai,1160.5,1075
8/20/2008,India,Tamilnadu,Chennai,1183,1096
8/21/2008,India,Tamilnadu,Chennai,1189,1102
8/22/2008,India,Tamilnadu,Chennai,1193,1105
8/23/2008,India,Tamilnadu,Chennai,1184,1097
8/25/2008,India,Tamilnadu,Chennai,1178.5,1092
8/26/2008,India,Tamilnadu,Chennai,1181,1094
8/27/2008,India,Tamilnadu,Chennai,1195.5,1108
8/28/2008,India,Tamilnadu,Chennai,1198,1110
8/29/2008,India,Tamilnadu,Chennai,1198.5,1111
8/30/2008,India,Tamilnadu,Chennai,1196,1108
9/1/2008,India,Tamilnadu,Chennai,1200.5,1112
9/2/2008,India,Tamilnadu,Chennai,1175,1089
9/4/2008,India,Tamilnadu,Chennai,1177.5,1091
9/5/2008,India,Tamilnadu,Chennai,1161.5,1076
9/6/2008,India,Tamilnadu,Chennai,1176.5,1090
9/8/2008,India,Tamilnadu,Chennai,1179.5,1093
9/9/2008,India,Tamilnadu,Chennai,1173.5,1087
9/10/2008,India,Tamilnadu,Chennai,1149,1065
9/11/2008,India,Tamilnadu,Chennai,1120,1038
9/12/2008,India,Tamilnadu,Chennai,1136,1053
9/13/2008,India,Tamilnadu,Chennai,1147.5,1063
9/15/2008,India,Tamilnadu,Chennai,1172.5,1086
9/16/2008,India,Tamilnadu,Chennai,1175,1089
9/17/2008,India,Tamilnadu,Chennai,1180,1093
9/18/2008,India,Tamilnadu,Chennai,1270,1177
9/19/2008,India,Tamilnadu,Chennai,1240.5,1149
9/20/2008,India,Tamilnadu,Chennai,1247.5,1156
9/22/2008,India,Tamilnadu,Chennai,1257.5,1165
9/23/2008,India,Tamilnadu,Chennai,1267.5,1174
9/24/2008,India,Tamilnadu,Chennai,1268.5,1175
9/25/2008,India,Tamilnadu,Chennai,1273.5,1180
9/26/2008,India,Tamilnadu,Chennai,1269.5,1176
9/27/2008,India,Tamilnadu,Chennai,1284,1190
9/29/2008,India,Tamilnadu,Chennai,1295.5,1200
9/30/2008,India,Tamilnadu,Chennai,1314,1218
10/1/2008,India,Tamilnadu,Chennai,1310.5,1214
10/3/2008,India,Tamilnadu,Chennai,1281,1187
10/4/2008,India,Tamilnadu,Chennai,1275,1181
10/6/2008,India,Tamilnadu,Chennai,1280.5,1187
10/7/2008,India,Tamilnadu,Chennai,1323.5,1226
10/8/2008,India,Tamilnadu,Chennai,1364,1264
10/9/2008,India,Tamilnadu,Chennai,1346,1247
10/10/2008,India,Tamilnadu,Chennai,1373.5,1273
10/11/2008,India,Tamilnadu,Chennai,1328,1231
10/13/2008,India,Tamilnadu,Chennai,1333,1235
10/14/2008,India,Tamilnadu,Chennai,1307,1211
10/15/2008,India,Tamilnadu,Chennai,1318.5,1222
10/16/2008,India,Tamilnadu,Chennai,1321,1224
10/17/2008,India,Tamilnadu,Chennai,1273.5,1180
10/18/2008,India,Tamilnadu,Chennai,1256,1164
10/20/2008,India,Tamilnadu,Chennai,1278,1184
10/21/2008,India,Tamilnadu,Chennai,1251.5,1160
10/22/2008,India,Tamilnadu,Chennai,1224.5,1135
10/23/2008,India,Tamilnadu,Chennai,1192.5,1105
10/24/2008,India,Tamilnadu,Chennai,1153.5,1069
10/25/2008,India,Tamilnadu,Chennai,1214,1125
10/28/2008,India,Tamilnadu,Chennai,1217,1128
10/29/2008,India,Tamilnadu,Chennai,1215.5,1126
10/30/2008,India,Tamilnadu,Chennai,1244.5,1153
10/31/2008,India,Tamilnadu,Chennai,1186.5,1099
11/1/2008,India,Tamilnadu,Chennai,1186.5,1099
11/3/2008,India,Tamilnadu,Chennai,1187,1100
11/4/2008,India,Tamilnadu,Chennai,1172.5,1086
11/5/2008,India,Tamilnadu,Chennai,1185,1098
11/6/2008,India,Tamilnadu,Chennai,1177.5,1091
11/7/2008,India,Tamilnadu,Chennai,1173.5,1087
11/8/2008,India,Tamilnadu,Chennai,1172.5,1086
11/10/2008,India,Tamilnadu,Chennai,1184.5,1098
11/11/2008,India,Tamilnadu,Chennai,1184,1097
11/12/2008,India,Tamilnadu,Chennai,1184,1097
11/13/2008,India,Tamilnadu,Chennai,1178.5,1092
11/14/2008,India,Tamilnadu,Chennai,1188,1101
11/14/2008,India,Tamilnadu,Chennai,1188,1101
11/15/2008,India,Tamilnadu,Chennai,1202,1114
11/17/2008,India,Tamilnadu,Chennai,1203,1115
11/18/2008,India,Tamilnadu,Chennai,1206,1117
11/19/2008,India,Tamilnadu,Chennai,1205,1117
11/20/2008,India,Tamilnadu,Chennai,1220.5,1131
11/21/2008,India,Tamilnadu,Chennai,1228.5,1138
11/22/2008,India,Tamilnadu,Chennai,1280,1186
11/24/2008,India,Tamilnadu,Chennai,1278,1184
11/25/2008,India,Tamilnadu,Chennai,1283.5,1189
11/26/2008,India,Tamilnadu,Chennai,1288,1193
11/27/2008,India,Tamilnadu,Chennai,1287.5,1193
11/28/2008,India,Tamilnadu,Chennai,1291,1196
11/29/2008,India,Tamilnadu,Chennai,1294,1199
12/1/2008,India,Tamilnadu,Chennai,1294,1199
12/2/2008,India,Tamilnadu,Chennai,1263.5,1171
12/3/2008,India,Tamilnadu,Chennai,1266.5,1174
12/4/2008,India,Tamilnadu,Chennai,1249.5,1158
12/5/2008,India,Tamilnadu,Chennai,1247.5,1156
12/6/2008,India,Tamilnadu,Chennai,1227.5,1137
12/8/2008,India,Tamilnadu,Chennai,1239.5,1149
12/9/2008,India,Tamilnadu,Chennai,1239,1148
12/10/2008,India,Tamilnadu,Chennai,1249,1157
12/11/2008,India,Tamilnadu,Chennai,1276,1182
12/12/2008,India,Tamilnadu,Chennai,1282,1188
12/13/2008,India,Tamilnadu,Chennai,1281,1187
12/15/2008,India,Tamilnadu,Chennai,1286,1192
12/16/2008,India,Tamilnadu,Chennai,1288,1193
12/17/2008,India,Tamilnadu,Chennai,1300,1205
12/18/2008,India,Tamilnadu,Chennai,1311,1215
12/19/2008,India,Tamilnadu,Chennai,1289,1194
12/20/2008,India,Tamilnadu,Chennai,1283,1189
12/22/2008,India,Tamilnadu,Chennai,1294,1199
12/23/2008,India,Tamilnadu,Chennai,1313,1217
12/24/2008,India,Tamilnadu,Chennai,1305.5,1210
12/25/2008,India,Tamilnadu,Chennai,1310.5,1214
12/26/2008,India,Tamilnadu,Chennai,1310.5,1214
12/27/2008,India,Tamilnadu,Chennai,1336.5,1238
12/29/2008,India,Tamilnadu,Chennai,1355,1256
12/30/2008,India,Tamilnadu,Chennai,1339,1241
12/31/2008,India,Tamilnadu,Chennai,1320,1223
1/1/2009,India,Tamilnadu,Chennai,1344,1246
1/2/2009,India,Tamilnadu,Chennai,1348.5,1250
1/3/2009,India,Tamilnadu,Chennai,1344,1245
1/5/2009,India,Tamilnadu,Chennai,1332.5,1235
1/6/2009,India,Tamilnadu,Chennai,1310,1214
1/7/2009,India,Tamilnadu,Chennai,1335.5,1237
1/8/2009,India,Tamilnadu,Chennai,1322,1225
1/9/2009,India,Tamilnadu,Chennai,1337.5,1239
1/10/2009,India,Tamilnadu,Chennai,1332,1234
1/12/2009,India,Tamilnadu,Chennai,1334.5,1237
1/13/2009,India,Tamilnadu,Chennai,1307.5,1212
1/15/2009,India,Tamilnadu,Chennai,1297,1202
1/16/2009,India,Tamilnadu,Chennai,1305,1209
1/17/2009,India,Tamilnadu,Chennai,1327.5,1230
1/19/2009,India,Tamilnadu,Chennai,1324,1227
1/20/2009,India,Tamilnadu,Chennai,1318.5,1222
1/21/2009,India,Tamilnadu,Chennai,1348,1249
1/22/2009,India,Tamilnadu,Chennai,1349,1250
1/23/2009,India,Tamilnadu,Chennai,1353.5,1254
1/24/2009,India,Tamilnadu,Chennai,1390,1288
1/27/2009,India,Tamilnadu,Chennai,1390,1288
1/28/2009,India,Tamilnadu,Chennai,1383,1281
1/29/2009,India,Tamilnadu,Chennai,1367.5,1267
1/30/2009,India,Tamilnadu,Chennai,1412.5,1309
1/31/2009,India,Tamilnadu,Chennai,1406,1303
2/2/2009,India,Tamilnadu,Chennai,1400,1297
2/3/2009,India,Tamilnadu,Chennai,1394,1292
2/4/2009,India,Tamilnadu,Chennai,1392.5,1290
2/5/2009,India,Tamilnadu,Chennai,1407,1304
2/6/2009,India,Tamilnadu,Chennai,1421,1317
2/7/2009,India,Tamilnadu,Chennai,1426,1321
2/9/2009,India,Tamilnadu,Chennai,1420,1316
2/10/2009,India,Tamilnadu,Chennai,1416,1312
2/11/2009,India,Tamilnadu,Chennai,1439.5,1334
2/12/2009,India,Tamilnadu,Chennai,1477.5,1369
2/13/2009,India,Tamilnadu,Chennai,1474,1366
2/14/2009,India,Tamilnadu,Chennai,1474.5,1366
2/16/2009,India,Tamilnadu,Chennai,1476,1368
2/17/2009,India,Tamilnadu,Chennai,1515,1404
2/18/2009,India,Tamilnadu,Chennai,1549,1435
2/19/2009,India,Tamilnadu,Chennai,1555.5,1441
2/20/2009,India,Tamilnadu,Chennai,1558.5,1444
2/21/2009,India,Tamilnadu,Chennai,1572.5,1457
2/23/2009,India,Tamilnadu,Chennai,1561.5,1447
2/24/2009,India,Tamilnadu,Chennai,1562,1447
2/25/2009,India,Tamilnadu,Chennai,1523,1411
2/26/2009,India,Tamilnadu,Chennai,1514.5,1403
2/27/2009,India,Tamilnadu,Chennai,1513,1402
2/28/2009,India,Tamilnadu,Chennai,1521,1409
3/2/2009,India,Tamilnadu,Chennai,1546,1433
3/3/2009,India,Tamilnadu,Chennai,1515,1404
3/4/2009,India,Tamilnadu,Chennai,1504.5,1394
3/5/2009,India,Tamilnadu,Chennai,1503.5,1393
3/6/2009,India,Tamilnadu,Chennai,1527.5,1415
3/7/2009,India,Tamilnadu,Chennai,1524.5,1413
3/9/2009,India,Tamilnadu,Chennai,1524.5,1428
3/10/2009,India,Tamilnadu,Chennai,1505,1410
3/11/2009,India,Tamilnadu,Chennai,1500,1405
3/12/2009,India,Tamilnadu,Chennai,1509,1413
3/13/2009,India,Tamilnadu,Chennai,1518,1422
3/14/2009,India,Tamilnadu,Chennai,1524.5,1428
3/16/2009,India,Tamilnadu,Chennai,1521,1425
3/17/2009,India,Tamilnadu,Chennai,1511.5,1416
3/18/2009,India,Tamilnadu,Chennai,1504,1409
3/19/2009,India,Tamilnadu,Chennai,1515,1419
3/20/2009,India,Tamilnadu,Chennai,1538.5,1441
3/21/2009,India,Tamilnadu,Chennai,1532.5,1435
3/23/2009,India,Tamilnadu,Chennai,1533.5,1436
3/24/2009,India,Tamilnadu,Chennai,1515.5,1419
3/25/2009,India,Tamilnadu,Chennai,1511.5,1416
3/26/2009,India,Tamilnadu,Chennai,1521,1425
3/28/2009,India,Tamilnadu,Chennai,1514.5,1418
3/30/2009,India,Tamilnadu,Chennai,1520,1424
3/31/2009,India,Tamilnadu,Chennai,1514,1418
4/1/2009,India,Tamilnadu,Chennai,1516,1420
4/2/2009,India,Tamilnadu,Chennai,1503.5,1408
4/3/2009,India,Tamilnadu,Chennai,1477,1383
4/4/2009,India,Tamilnadu,Chennai,1463.5,1371
4/6/2009,India,Tamilnadu,Chennai,1431.5,1341
4/8/2009,India,Tamilnadu,Chennai,1451.5,1359
4/9/2009,India,Tamilnadu,Chennai,1437.5,1346
4/10/2009,India,Tamilnadu,Chennai,1433.5,1343
4/11/2009,India,Tamilnadu,Chennai,1435,1344
4/13/2009,India,Tamilnadu,Chennai,1439.5,1348
4/14/2009,India,Tamilnadu,Chennai,1445,1353
4/15/2009,India,Tamilnadu,Chennai,1441.5,1350
4/16/2009,India,Tamilnadu,Chennai,1439.5,1348
4/17/2009,India,Tamilnadu,Chennai,1414,1310
4/18/2009,India,Tamilnadu,Chennai,1413,1309
4/20/2009,India,Tamilnadu,Chennai,1420,1316
4/21/2009,India,Tamilnadu,Chennai,1454.5,1348
4/22/2009,India,Tamilnadu,Chennai,1448.5,1342
4/24/2009,India,Tamilnadu,Chennai,1474.5,1366
4/25/2009,India,Tamilnadu,Chennai,1476.5,1368
